state,naics_sector,motivation,n_firms,n_emp
28,31-33,To automate tasks performed by labor,86,18454
28,31-33,To upgrade outdated processes or methods,76,21266
28,31-33,To improve quality or reliability of processes or methods,90,22987
28,31-33,To expand the range of goods or services,22,7950
28,31-33,To adopt standards and accreditation,0,0
28,31-33,Some other reason,0,0
29,31-33,To expand the range of goods or services,36,41889
29,31-33,To automate tasks performed by labor,67,57938
29,31-33,To upgrade outdated processes or methods,61,54899
29,31-33,To improve quality or reliability of processes or methods,99,62188
29,31-33,To adopt standards and accreditation,0,0
29,31-33,Some other reason,0,0
30,31-33,To automate tasks performed by labor,0,0
30,31-33,To upgrade outdated processes or methods,0,0
30,31-33,To improve quality or reliability of processes or methods,25,1802
30,31-33,To expand the range of goods or services,0,0
30,31-33,To adopt standards and accreditation,0,0
30,31-33,Some other reason,0,0
31,31-33,To improve quality or reliability of processes or methods,47,12992
31,31-33,To automate tasks performed by labor,38,14876
31,31-33,To upgrade outdated processes or methods,36,12735
31,31-33,To expand the range of goods or services,0,0
31,31-33,To adopt standards and accreditation,0,0
31,31-33,Some other reason,0,0
32,31-33,To automate tasks performed by labor,24,3122
32,31-33,To upgrade outdated processes or methods,25,2173
32,31-33,To improve quality or reliability of processes or methods,36,3595
32,31-33,To expand the range of goods or services,0,0
32,31-33,To adopt standards and accreditation,0,0
32,31-33,Some other reason,0,0
34,31-33,To automate tasks performed by labor,67,12197
34,31-33,To upgrade outdated processes or methods,62,11101
34,31-33,To improve quality or reliability of processes or methods,90,11485
34,31-33,To expand the range of goods or services,41,8473
34,31-33,To adopt standards and accreditation,0,0
34,31-33,Some other reason,21,2605
33,31-33,To automate tasks performed by labor,0,0
33,31-33,To upgrade outdated processes or methods,0,0
33,31-33,To improve quality or reliability of processes or methods,0,0
33,31-33,To expand the range of goods or services,0,0
33,31-33,To adopt standards and accreditation,0,0
33,31-33,Some other reason,0,0
35,31-33,To expand the range of goods or services,0,0
35,31-33,To automate tasks performed by labor,0,0
35,31-33,To upgrade outdated processes or methods,0,0
35,31-33,To improve quality or reliability of processes or methods,0,0
35,31-33,To adopt standards and accreditation,0,0
35,31-33,Some other reason,0,0
36,31-33,To expand the range of goods or services,122,14794
36,31-33,To automate tasks performed by labor,128,27057
36,31-33,To upgrade outdated processes or methods,191,26564
36,31-33,To improve quality or reliability of processes or methods,208,30064
36,31-33,To adopt standards and accreditation,0,0
36,31-33,Some other reason,90,4824
37,31-33,To automate tasks performed by labor,156,38282
37,31-33,To upgrade outdated processes or methods,149,34859
37,31-33,To improve quality or reliability of processes or methods,167,37714
37,31-33,To expand the range of goods or services,88,21531
37,31-33,To adopt standards and accreditation,20,7498
37,31-33,Some other reason,0,0
38,31-33,To improve quality or reliability of processes or methods,18,3626
38,31-33,To automate tasks performed by labor,0,0
38,31-33,To upgrade outdated processes or methods,0,0
38,31-33,To expand the range of goods or services,0,0
38,31-33,To adopt standards and accreditation,0,0
38,31-33,Some other reason,0,0
39,31-33,To automate tasks performed by labor,140,69096
39,31-33,To upgrade outdated processes or methods,276,53392
39,31-33,To improve quality or reliability of processes or methods,238,74768
39,31-33,To expand the range of goods or services,80,35319
39,31-33,To adopt standards and accreditation,123,10476
39,31-33,Some other reason,127,8643
40,31-33,To automate tasks performed by labor,48,13392
40,31-33,To upgrade outdated processes or methods,52,10587
40,31-33,To improve quality or reliability of processes or methods,48,13529
40,31-33,To expand the range of goods or services,19,5701
40,31-33,To adopt standards and accreditation,0,0
40,31-33,Some other reason,0,0
41,31-33,To automate tasks performed by labor,86,12772
41,31-33,To upgrade outdated processes or methods,85,15045
41,31-33,To improve quality or reliability of processes or methods,94,18645
41,31-33,To expand the range of goods or services,45,9106
41,31-33,To adopt standards and accreditation,0,0
41,31-33,Some other reason,0,0
42,31-33,To improve quality or reliability of processes or methods,267,61655
42,31-33,To automate tasks performed by labor,201,57197
42,31-33,To upgrade outdated processes or methods,308,54094
42,31-33,To expand the range of goods or services,85,18345
42,31-33,To adopt standards and accreditation,44,11528
42,31-33,Some other reason,41,4876
45,31-33,To automate tasks performed by labor,52,27755
45,31-33,To upgrade outdated processes or methods,58,27272
45,31-33,To improve quality or reliability of processes or methods,69,29283
45,31-33,To expand the range of goods or services,40,22656
45,31-33,To adopt standards and accreditation,20,14449
45,31-33,Some other reason,0,0
44,31-33,To automate tasks performed by labor,0,0
44,31-33,To upgrade outdated processes or methods,0,0
44,31-33,To improve quality or reliability of processes or methods,31,3674
44,31-33,To expand the range of goods or services,0,0
44,31-33,To adopt standards and accreditation,0,0
44,31-33,Some other reason,0,0
46,31-33,To upgrade outdated processes or methods,0,0
46,31-33,To automate tasks performed by labor,0,0
46,31-33,To improve quality or reliability of processes or methods,22,2608
46,31-33,To expand the range of goods or services,0,0
46,31-33,To adopt standards and accreditation,0,0
46,31-33,Some other reason,0,0
47,31-33,To automate tasks performed by labor,140,36684
47,31-33,To upgrade outdated processes or methods,107,37352
47,31-33,To improve quality or reliability of processes or methods,82,32523
47,31-33,To expand the range of goods or services,32,18248
47,31-33,To adopt standards and accreditation,0,0
47,31-33,Some other reason,0,0
48,31-33,To automate tasks performed by labor,236,89765
48,31-33,To upgrade outdated processes or methods,249,93172
48,31-33,To improve quality or reliability of processes or methods,317,110682
48,31-33,To expand the range of goods or services,82,71043
48,31-33,To adopt standards and accreditation,51,17233
48,31-33,Some other reason,63,28554
49,31-33,To automate tasks performed by labor,0,0
49,31-33,To upgrade outdated processes or methods,0,0
49,31-33,To improve quality or reliability of processes or methods,0,0
49,31-33,To expand the range of goods or services,0,0
49,31-33,To adopt standards and accreditation,0,0
49,31-33,Some other reason,0,0
50,31-33,To automate tasks performed by labor,0,0
50,31-33,To upgrade outdated processes or methods,0,0
50,31-33,To improve quality or reliability of processes or methods,0,0
50,31-33,To expand the range of goods or services,0,0
50,31-33,To adopt standards and accreditation,0,0
50,31-33,Some other reason,0,0
53,31-33,To automate tasks performed by labor,67,117760
53,31-33,To upgrade outdated processes or methods,55,119438
53,31-33,To improve quality or reliability of processes or methods,60,121986
53,31-33,To expand the range of goods or services,23,113251
53,31-33,To adopt standards and accreditation,0,0
53,31-33,Some other reason,46,4660
51,31-33,To automate tasks performed by labor,95,22836
51,31-33,To upgrade outdated processes or methods,179,21247
51,31-33,To improve quality or reliability of processes or methods,137,25858
51,31-33,To expand the range of goods or services,86,12198
51,31-33,To adopt standards and accreditation,0,0
51,31-33,Some other reason,0,0
54,31-33,To automate tasks performed by labor,0,0
54,31-33,To upgrade outdated processes or methods,27,7616
54,31-33,To improve quality or reliability of processes or methods,37,7938
54,31-33,To expand the range of goods or services,0,0
54,31-33,To adopt standards and accreditation,0,0
54,31-33,Some other reason,0,0
55,31-33,To automate tasks performed by labor,138,48790
55,31-33,To upgrade outdated processes or methods,223,51124
55,31-33,To improve quality or reliability of processes or methods,157,48036
55,31-33,To expand the range of goods or services,52,22150
55,31-33,To adopt standards and accreditation,28,9582
55,31-33,Some other reason,60,13116
56,31-33,To automate tasks performed by labor,0,0
56,31-33,To upgrade outdated processes or methods,0,0
56,31-33,To improve quality or reliability of processes or methods,0,0
56,31-33,To adopt standards and accreditation,0,0
56,31-33,To expand the range of goods or services,0,0
56,31-33,Some other reason,0,0
01,42,To upgrade outdated processes or methods,109,4335
01,42,To automate tasks performed by labor,105,3978
01,42,To improve quality or reliability of processes or methods,167,7495
01,42,To expand the range of goods or services,27,1612
01,42,To adopt standards and accreditation,0,0
01,42,Some other reason,0,0
02,42,To automate tasks performed by labor,0,0
02,42,To upgrade outdated processes or methods,0,0
02,42,To improve quality or reliability of processes or methods,0,0
02,42,To expand the range of goods or services,0,0
02,42,To adopt standards and accreditation,0,0
02,42,Some other reason,0,0
04,42,To automate tasks performed by labor,48,8274
04,42,To upgrade outdated processes or methods,55,5057
04,42,To improve quality or reliability of processes or methods,116,9437
04,42,To expand the range of goods or services,59,4103
04,42,To adopt standards and accreditation,0,0
04,42,Some other reason,0,0
05,42,To automate tasks performed by labor,33,1630
05,42,To upgrade outdated processes or methods,43,1853
05,42,To improve quality or reliability of processes or methods,56,1875
05,42,To expand the range of goods or services,37,1528
05,42,To adopt standards and accreditation,0,0
05,42,Some other reason,0,0
06,42,To automate tasks performed by labor,437,32934
06,42,To upgrade outdated processes or methods,620,66405
06,42,To improve quality or reliability of processes or methods,602,60603
06,42,To expand the range of goods or services,307,49985
06,42,To adopt standards and accreditation,246,8993
06,42,Some other reason,236,1822
08,42,To automate tasks performed by labor,61,6309
08,42,To upgrade outdated processes or methods,104,7342
08,42,To improve quality or reliability of processes or methods,77,6934
08,42,To expand the range of goods or services,38,3455
08,42,To adopt standards and accreditation,0,0
08,42,Some other reason,0,0
09,42,To automate tasks performed by labor,98,4030
09,42,To upgrade outdated processes or methods,47,2637
