state,NAICS2017,barrier,n_firms,n_emp
44,42,Technology was not mature,21,374
44,42,Lacked access to required data,0,0
44,42,Required data not reliable,0,0
44,42,Laws and regulations,0,0
44,42,Concerns regarding safety and security (physical security and/or cyber security),0,0
44,42,Lacked access to capital,0,0
44,42,Technology not applicable to this business,375,3468
44,42,No factors adversely affected the adoption of this technology,301,2914
46,42,Technology was too expensive,101,1766
46,42,Technology was not mature,32,1427
46,42,Lacked access to required data,0,0
46,42,Required data not reliable,0,0
46,42,Lacked access to required human capital and talent,71,1018
46,42,Laws and regulations,0,0
46,42,Concerns regarding safety and security (physical security and/or cyber security),0,0
46,42,Lacked access to capital,0,0
46,42,Technology not applicable to this business,420,5422
46,42,No factors adversely affected the adoption of this technology,523,6700
47,42,Technology was too expensive,341,12874
47,42,Technology was not mature,125,7616
47,42,Lacked access to required data,29,4985
47,42,Concerns regarding safety and security (physical security and/or cyber security),23,3030
47,42,Required data not reliable,52,5764
47,42,Lacked access to required human capital and talent,130,7572
47,42,Laws and regulations,0,0
47,42,Lacked access to capital,42,814
47,42,Technology not applicable to this business,1898,43293
47,42,No factors adversely affected the adoption of this technology,1985,42026
48,42,Technology was too expensive,1703,48697
48,42,Technology was not mature,484,44723
48,42,Lacked access to required data,164,11909
48,42,Required data not reliable,46,21371
48,42,Lacked access to capital,202,7618
48,42,Lacked access to required human capital and talent,321,25209
48,42,Laws and regulations,54,6082
48,42,Concerns regarding safety and security (physical security and/or cyber security),171,15155
48,42,Technology not applicable to this business,9299,155881
48,42,No factors adversely affected the adoption of this technology,8343,195326
49,42,Technology was too expensive,243,5403
49,42,Technology was not mature,58,1484
49,42,Lacked access to required data,30,889
49,42,Laws and regulations,0,0
49,42,Required data not reliable,19,504
49,42,Lacked access to required human capital and talent,105,2428
49,42,Concerns regarding safety and security (physical security and/or cyber security),0,0
49,42,Lacked access to capital,94,1796
49,42,Technology not applicable to this business,975,12883
49,42,No factors adversely affected the adoption of this technology,959,27346
50,42,Technology was too expensive,0,0
50,42,Technology was not mature,0,0
50,42,Lacked access to required data,0,0
50,42,Required data not reliable,0,0
50,42,Lacked access to required human capital and talent,0,0
50,42,Laws and regulations,0,0
50,42,Concerns regarding safety and security (physical security and/or cyber security),0,0
50,42,Lacked access to capital,0,0
50,42,Technology not applicable to this business,324,13207
50,42,No factors adversely affected the adoption of this technology,241,2178
53,42,Required data not reliable,30,1028
53,42,Technology was too expensive,490,8353
53,42,Technology was not mature,118,3105
53,42,Lacked access to required data,64,824
53,42,Lacked access to required human capital and talent,89,2144
53,42,Laws and regulations,0,0
53,42,Concerns regarding safety and security (physical security and/or cyber security),25,1512
53,42,Lacked access to capital,25,857
53,42,Technology not applicable to this business,3727,39765
53,42,No factors adversely affected the adoption of this technology,2313,39089
51,42,Lacked access to required data,21,1453
51,42,Technology was too expensive,404,12855
51,42,Technology was not mature,91,2972
51,42,Required data not reliable,18,1916
51,42,Lacked access to required human capital and talent,36,2236
51,42,Laws and regulations,0,0
51,42,Concerns regarding safety and security (physical security and/or cyber security),36,3055
51,42,Lacked access to capital,31,277
51,42,Technology not applicable to this business,2534,36384
51,42,No factors adversely affected the adoption of this technology,1981,43832
54,42,Technology was too expensive,90,2035
54,42,Technology was not mature,30,529
54,42,Lacked access to required data,14,341
54,42,Required data not reliable,0,0
54,42,Lacked access to required human capital and talent,14,334
54,42,Laws and regulations,0,0
54,42,Concerns regarding safety and security (physical security and/or cyber security),0,0
54,42,Lacked access to capital,0,0
54,42,Technology not applicable to this business,325,2187
54,42,No factors adversely affected the adoption of this technology,346,4552
55,42,Technology was too expensive,439,16460
55,42,Technology was not mature,136,10183
55,42,Lacked access to required data,89,5299
55,42,Required data not reliable,27,5696
55,42,Lacked access to required human capital and talent,52,8428
55,42,Laws and regulations,0,0
55,42,Concerns regarding safety and security (physical security and/or cyber security),31,4335
55,42,Lacked access to capital,137,2906
55,42,Technology not applicable to this business,2162,30995
55,42,No factors adversely affected the adoption of this technology,2340,57939
56,42,Technology was too expensive,50,1151
56,42,Technology was not mature,0,0
56,42,Lacked access to required data,0,0
56,42,Required data not reliable,0,0
56,42,Lacked access to required human capital and talent,0,0
56,42,Laws and regulations,0,0
56,42,Concerns regarding safety and security (physical security and/or cyber security),0,0
56,42,Lacked access to capital,0,0
56,42,Technology not applicable to this business,163,1784
56,42,No factors adversely affected the adoption of this technology,0,0
01,44-45,Technology was too expensive,917,22822
01,44-45,Technology was not mature,249,11467
01,44-45,Lacked access to required data,0,0
01,44-45,Required data not reliable,0,0
01,44-45,Lacked access to required human capital and talent,63,11586
01,44-45,Laws and regulations,0,0
01,44-45,Concerns regarding safety and security (physical security and/or cyber security),152,57539
01,44-45,Lacked access to capital,0,0
01,44-45,Technology not applicable to this business,3472,100060
01,44-45,No factors adversely affected the adoption of this technology,4464,83496
02,44-45,Technology was not mature,0,0
02,44-45,Technology was too expensive,0,0
02,44-45,Lacked access to required data,0,0
02,44-45,Required data not reliable,0,0
02,44-45,Lacked access to required human capital and talent,0,0
02,44-45,Laws and regulations,0,0
02,44-45,Concerns regarding safety and security (physical security and/or cyber security),0,0
02,44-45,Lacked access to capital,0,0
02,44-45,Technology not applicable to this business,725,17750
02,44-45,No factors adversely affected the adoption of this technology,412,11306
04,44-45,Technology was too expensive,671,13369
04,44-45,Technology was not mature,167,12988
04,44-45,Lacked access to required data,0,0
04,44-45,Required data not reliable,0,0
04,44-45,Lacked access to required human capital and talent,56,7362
04,44-45,Laws and regulations,0,0
04,44-45,Concerns regarding safety and security (physical security and/or cyber security),0,0
04,44-45,Lacked access to capital,0,0
04,44-45,Technology not applicable to this business,4035,167371
04,44-45,No factors adversely affected the adoption of this technology,2600,66351
05,44-45,Technology was too expensive,667,4724
05,44-45,Technology was not mature,152,5301
05,44-45,Lacked access to required data,0,0
05,44-45,Required data not reliable,0,0
05,44-45,Lacked access to required human capital and talent,77,1881
05,44-45,Laws and regulations,0,0
05,44-45,No factors adversely affected the adoption of this technology,2423,38545
05,44-45,Concerns regarding safety and security (physical security and/or cyber security),0,0
05,44-45,Lacked access to capital,0,0
05,44-45,Technology not applicable to this business,3165,83373
06,44-45,Technology was too expensive,6751,86592
06,44-45,Technology was not mature,856,85929
06,44-45,Lacked access to required data,642,127958
06,44-45,Required data not reliable,243,103076
06,44-45,Lacked access to required human capital and talent,986,67702
06,44-45,Laws and regulations,0,0
06,44-45,Concerns regarding safety and security (physical security and/or cyber security),406,142866
06,44-45,Lacked access to capital,982,19475
06,44-45,Technology not applicable to this business,26699,756448
06,44-45,No factors adversely affected the adoption of this technology,23667,446039
08,44-45,Technology was too expensive,815,21203
08,44-45,Technology was not mature,119,6241
08,44-45,Lacked access to required data,0,0
08,44-45,Required data not reliable,0,0
08,44-45,Lacked access to required human capital and talent,157,7118
08,44-45,Laws and regulations,0,0
08,44-45,No factors adversely affected the adoption of this technology,4596,74604
08,44-45,Concerns regarding safety and security (physical security and/or cyber security),223,40753
